Dataset,Method,Asset,Weight
us_financials,EW,JPM,0.06666666666666667
us_financials,EW,BAC,0.06666666666666667
us_financials,EW,GS,0.06666666666666667
us_financials,EW,MS,0.06666666666666667
us_financials,EW,WFC,0.06666666666666667
us_financials,EW,C,0.06666666666666667
us_financials,EW,AXP,0.06666666666666667
us_financials,EW,BLK,0.06666666666666667
us_financials,EW,SCHW,0.06666666666666667
us_financials,EW,PNC,0.06666666666666667
us_financials,EW,USB,0.06666666666666667
us_financials,EW,COF,0.06666666666666667
us_financials,EW,CME,0.06666666666666667
us_financials,EW,ICE,0.06666666666666667
us_financials,EW,CB,0.06666666666666667
