Dataset,Method,Date,Daily_Return,Cumulative_Return,NAV
cross_asset_etfs,MVO,2026-01-02,0.00923610229807426,0.009236102298074256,1.0092361022980743
cross_asset_etfs,MVO,2026-01-05,0.018373397625567004,0.027779198503674385,1.0277791985036744
cross_asset_etfs,MVO,2026-01-06,0.016211035830750595,0.04444056391671758,1.0444405639167176
cross_asset_etfs,MVO,2026-01-07,-0.010000170707215036,0.03399597998401038,1.0339959799840104
cross_asset_etfs,MVO,2026-01-08,-0.0020899046797223063,0.031835026946627876,1.0318350269466279
cross_asset_etfs,MVO,2026-01-09,0.01186770192266507,0.04408053747979568,1.0440805374797957
cross_asset_etfs,MVO,2026-01-12,0.01640829028333763,0.06121211401794735,1.0612121140179473
cross_asset_etfs,MVO,2026-01-13,-0.0008464845750559889,0.06031381433256855,1.0603138143325685
cross_asset_etfs,MVO,2026-01-14,0.011818573662729672,0.07284521125286791,1.072845211252868
cross_asset_etfs,MVO,2026-01-15,-0.0007577224658624407,0.07203229233390873,1.0720322923339087
cross_asset_etfs,MVO,2026-01-16,-0.00545294622838372,0.06618655788872085,1.0661865578887209
cross_asset_etfs,MVO,2026-01-20,0.0020674329161488036,0.06839082707325539,1.0683908270732554
cross_asset_etfs,MVO,2026-01-21,0.008685275373497324,0.07767009561290528,1.0776700956129053
cross_asset_etfs,MVO,2026-01-22,0.012619119305862127,0.09126934312180457,1.0912693431218046
cross_asset_etfs,MVO,2026-01-23,0.013756719399860938,0.10628162926480167,1.1062816292648017
cross_asset_etfs,MVO,2026-01-26,0.014024323265829686,0.12179648045666003,1.12179648045666
cross_asset_etfs,MVO,2026-01-27,0.015169549985198887,0.13881362824016752,1.1388136282401675
cross_asset_etfs,MVO,2026-01-28,0.01166516345799038,0.152098075361776,1.152098075361776
cross_asset_etfs,MVO,2026-01-29,-0.0005709453150742066,0.15144029036314222,1.1514402903631422
cross_asset_etfs,MVO,2026-01-30,-0.065438478167617,0.07609179006089928,1.0760917900608993
cross_asset_etfs,MVO,2026-02-02,-0.007734731938059468,0.0677685085240316,1.0677685085240316
cross_asset_etfs,MVO,2026-02-03,0.01586014132717556,0.08470346797393025,1.0847034679739302
cross_asset_etfs,MVO,2026-02-04,-0.0001555475371720598,0.08453474502092484,1.0845347450209248
cross_asset_etfs,MVO,2026-02-05,-0.03569483740790316,0.04582245363418114,1.0458224536341811
cross_asset_etfs,MVO,2026-02-06,0.028364908255179025,0.07548711158272092,1.075487111582721
cross_asset_etfs,MVO,2026-02-09,0.021338471533601723,0.0984363626979845,1.0984363626979845
cross_asset_etfs,MVO,2026-02-10,-0.007047182792875898,0.09069548086371015,1.0906954808637102
cross_asset_etfs,MVO,2026-02-11,0.011770648275405183,0.10353367374453093,1.103533673744531
cross_asset_etfs,MVO,2026-02-12,-0.032040883934903265,0.06817547938582513,1.0681754793858251
cross_asset_etfs,MVO,2026-02-13,0.009458049801082329,0.07827833626615122,1.0782783362661512
cross_asset_etfs,MVO,2026-02-17,-0.01232264523267667,0.06499109486626264,1.0649910948662626
cross_asset_etfs,MVO,2026-02-18,0.014849826743001343,0.08080602810786597,1.080806028107866
cross_asset_etfs,MVO,2026-02-19,0.00010601586103708638,0.08092061068954992,1.08092061068955
cross_asset_etfs,MVO,2026-02-20,0.022108165368935787,0.10481778230136563,1.1048177823013656
cross_asset_etfs,MVO,2026-02-23,0.00452847358754059,0.10982092044756264,1.1098209204475626
cross_asset_etfs,MVO,2026-02-24,0.0012561633944378537,0.11121503686221024,1.1112150368622102
cross_asset_etfs,MVO,2026-02-25,0.008586750387470586,0.12075676301054994,1.12075676301055
cross_asset_etfs,MVO,2026-02-26,-0.0021294032838321836,0.11837021987901819,1.1183702198790182
cross_asset_etfs,MVO,2026-02-27,0.007602498257155335,0.12687262752650286,1.1268726275265029
cross_asset_etfs,MVO,2026-03-02,-0.009462571381698006,0.11620951485045161,1.1162095148504516
cross_asset_etfs,MVO,2026-03-03,-0.035211492725228624,0.07690611163846395,1.076906111638464
cross_asset_etfs,MVO,2026-03-04,0.009851235319089768,0.08751496716078044,1.0875149671607804
cross_asset_etfs,MVO,2026-03-05,-0.013732729567114944,0.07258041821657168,1.0725804182165717
cross_asset_etfs,MVO,2026-03-06,-0.0015736561961378372,0.07089254539558909,1.070892545395589
cross_asset_etfs,MVO,2026-03-09,0.012187797859122504,0.0839443672677116,1.0839443672677116
cross_asset_etfs,MVO,2026-03-10,0.005862009787779717,0.09029845975804363,1.0902984597580436
cross_asset_etfs,MVO,2026-03-11,-0.005338458464124593,0.08447794671712616,1.0844779467171262
cross_asset_etfs,MVO,2026-03-12,-0.0192390073201767,0.0636136675616652,1.0636136675616652
cross_asset_etfs,MVO,2026-03-13,-0.013521267747176133,0.04923226238300793,1.049232262383008
cross_asset_etfs,MVO,2026-03-16,0.011979682900610515,0.06180173217544649,1.0618017321754465
cross_asset_etfs,MVO,2026-03-17,-0.0009560438431660938,0.06078660316673701,1.060786603166737
cross_asset_etfs,MVO,2026-03-18,-0.02240319643574911,0.03702159251958159,1.0370215925195816
cross_asset_etfs,MVO,2026-03-19,-0.014146238477030731,0.02235163776596938,1.0223516377659694
cross_asset_etfs,MVO,2026-03-20,-0.0296224323361311,-0.007932904447485956,0.992067095552514
cross_asset_etfs,MVO,2026-03-23,0.011665977141204958,0.0036405276117712493,1.0036405276117712
cross_asset_etfs,MVO,2026-03-24,-0.0034760483952591416,0.00015182456634921238,1.0001518245663492
cross_asset_etfs,MVO,2026-03-25,0.016941935466340482,0.01709633223469509,1.017096332234695
cross_asset_etfs,MVO,2026-03-26,-0.031349577010445134,-0.014789207559737783,0.9852107924402622
cross_asset_etfs,MVO,2026-03-27,0.0025489985683565548,-0.01227790666027806,0.9877220933397219
cross_asset_etfs,MVO,2026-03-30,-0.002144919621458323,-0.014396491158830349,0.9856035088411697
cross_asset_etfs,MVO,2026-03-31,0.038962729461354755,0.02400531171231024,1.0240053117123102
cross_asset_etfs,MVO,2026-04-01,0.009550325760465191,0.033784896019609434,1.0337848960196094
cross_asset_etfs,MVO,2026-04-02,-0.010443022928199843,0.02298905664764983,1.0229890566476498
cross_asset_etfs,MVO,2026-04-06,0.004176861369542815,0.02726194011982641,1.0272619401198264
cross_asset_etfs,MVO,2026-04-07,0.001329039304949514,0.028627211614724368,1.0286272116147244
cross_asset_etfs,MVO,2026-04-08,0.0296050051326442,0.059079725494155744,1.0590797254941557
cross_asset_etfs,MVO,2026-04-09,0.004914639635729475,0.06428472069046687,1.0642847206904669
cross_asset_etfs,MVO,2026-04-10,0.0018485103101518218,0.0662520619696001,1.0662520619696
cross_asset_etfs,MVO,2026-04-13,0.0034617231421292596,0.06994313140786335,1.0699431314078633
cross_asset_etfs,MVO,2026-04-14,0.02094542110669041,0.09235354085541192,1.092353540855412
cross_asset_etfs,MVO,2026-04-15,0.0005741438209980013,0.09298070889123933,1.0929807088912393
cross_asset_etfs,MVO,2026-04-16,6.392523165011043e-05,0.09305057793624427,1.0930505779362443
cross_asset_etfs,MVO,2026-04-17,0.017379602057650993,0.11204736200966181,1.1120473620096618
cross_asset_etfs,MVO,2026-04-20,-0.0067344281075837715,0.1045583589979795,1.1045583589979795
cross_asset_etfs,MVO,2026-04-21,-0.01950980668747988,0.08300863893888888,1.0830086389388889
cross_asset_etfs,MVO,2026-04-22,0.014049543223618972,0.09822441562321349,1.0982244156232135
cross_asset_etfs,MVO,2026-04-23,-0.010990443637934147,0.08615444208150347,1.0861544420815035
cross_asset_etfs,MVO,2026-04-24,0.009669012594231438,0.09665648306126995,1.09665648306127
cross_asset_etfs,MVO,2026-04-27,-0.002716197504744865,0.09367774745841673,1.0936777474584167
cross_asset_etfs,MVO,2026-04-28,-0.011935538272178465,0.08062411484619703,1.080624114846197
cross_asset_etfs,MVO,2026-04-29,-0.006591896786561858,0.07350075221606112,1.0735007522160611
cross_asset_etfs,MVO,2026-04-30,0.017678824873276787,0.09247898401581978,1.0924789840158198
cross_asset_etfs,MVO,2026-05-01,0.0050306712114183555,0.09797488658978759,1.0979748865897876
cross_asset_etfs,MVO,2026-05-04,-0.01222613648282648,0.084550895771625,1.084550895771625
cross_asset_etfs,MVO,2026-05-05,0.010101520868596427,0.09550650927831694,1.095506509278317
cross_asset_etfs,MVO,2026-05-06,0.02945682593599018,0.1277766538338725,1.1277766538338725
cross_asset_etfs,MVO,2026-05-07,-0.0026213953522296594,0.12482030535515931,1.1248203053551593
cross_asset_etfs,MVO,2026-05-08,0.013079982863975994,0.13953293567425717,1.1395329356742572
cross_asset_etfs,MVO,2026-05-11,0.011102108494747714,0.15218415395945128,1.1521841539594513
cross_asset_etfs,MVO,2026-05-12,-0.0063196089782082,0.14490280063553995,1.14490280063554
cross_asset_etfs,MVO,2026-05-13,0.007129895373409425,0.15306583781679461,1.1530658378167946
cross_asset_etfs,MVO,2026-05-14,-0.00557393779545701,0.1466387205627373,1.1466387205627373
cross_asset_etfs,MVO,2026-05-15,-0.0290981291890734,0.11327367893860885,1.1132736789386088
cross_asset_etfs,MVO,2026-05-18,0.003101022577879537,0.1167259657523565,1.1167259657523565
cross_asset_etfs,MVO,2026-05-19,-0.014257745804180337,0.10080397079973147,1.1008039707997315
cross_asset_etfs,MVO,2026-05-20,0.016846062050680583,0.11934818279745918,1.1193481827974592
cross_asset_etfs,MVO,2026-05-21,0.004712513186531069,0.12462312586921187,1.1246231258692119
cross_asset_etfs,MVO,2026-05-22,-0.00231349561512249,0.12202131519884807,1.122021315198848
cross_asset_etfs,MVO,2026-05-26,0.013933307000562055,0.1376547826446881,1.1376547826446881
cross_asset_etfs,MVO,2026-05-27,-0.007182074010734947,0.1294840617970674,1.1294840617970674
cross_asset_etfs,MVO,2026-05-28,0.005976412389312888,0.1362343243375228,1.1362343243375228
cross_asset_etfs,MVO,2026-05-29,0.0033126657956889898,0.1399982889196436,1.1399982889196436
cross_asset_etfs,MVO,2026-06-01,0.0006024475724331261,0.1406850781213811,1.140685078121381
cross_asset_etfs,MVO,2026-06-02,0.004739774112000221,0.1460916677246058,1.1460916677246058
cross_asset_etfs,MVO,2026-06-03,-0.011133464671936549,0.13333169663119304,1.133331696631193
cross_asset_etfs,MVO,2026-06-04,0.003933182816472674,0.13778929738574663,1.1377892973857466
cross_asset_etfs,MVO,2026-06-05,-0.0436584988683788,0.08811512463337756,1.0881151246333776
cross_asset_etfs,MVO,2026-06-08,0.006544625412864711,0.09523643053017561,1.0952364305301756
cross_asset_etfs,MVO,2026-06-09,-0.010589922886626859,0.08363796118823652,1.0836379611882365
cross_asset_etfs,MVO,2026-06-10,-0.021391766144297653,0.060457031337414424,1.0604570313374144
cross_asset_etfs,MVO,2026-06-11,0.033613894599441564,0.0961031222160269,1.096103122216027
cross_asset_etfs,MVO,2026-06-12,0.004924710911027033,0.10150111322161504,1.101501113221615
cross_asset_etfs,MVO,2026-06-15,0.0235687965176203,0.1274621688230675,1.1274621688230675
cross_asset_etfs,MVO,2026-06-16,-0.005002560959864611,0.12182197059358901,1.121821970593589
cross_asset_etfs,MVO,2026-06-17,-0.015291209757210558,0.10466795553099506,1.104667955530995
cross_asset_etfs,MVO,2026-06-18,0.007936677630883137,0.11343534898321139,1.1134353489832114
cross_asset_etfs,MVO,2026-06-22,-0.0019044369756326506,0.1113148815346312,1.1113148815346312
cross_asset_etfs,MVO,2026-06-23,-0.029689978521885946,0.07831996657081586,1.0783199665708159
cross_asset_etfs,MVO,2026-06-24,-0.015616338598053326,0.061480556855804336,1.0614805568558043
cross_asset_etfs,MVO,2026-06-25,0.007595858735713995,0.0695434132163879,1.069543413216388
cross_asset_etfs,MVO,2026-06-26,-0.0016980192725246288,0.06772730788794457,1.0677273078879446
cross_asset_etfs,MVO,2026-06-29,0.005108776850846912,0.07318208844149954,1.0731820884414995
cross_asset_etfs,MVO,2026-06-30,0.008827915497902936,0.08265604923212422,1.0826560492321242
cross_asset_etfs,MVO,2026-07-01,-0.006749558958894755,0.07534859839562791,1.075348598395628
cross_asset_etfs,MVO,2026-07-02,0.00553662992907743,0.08130240562969648,1.0813024056296965
cross_asset_etfs,MVO,2026-07-06,0.014273399286164466,0.09673626661433943,1.0967362666143394
cross_asset_etfs,MVO,2026-07-07,-0.015989110423681775,0.07920042934178628,1.0792004293417863
cross_asset_etfs,MVO,2026-07-08,-0.006798808716867922,0.07186315205552973,1.0718631520555297
cross_asset_etfs,MVO,2026-07-09,0.011309765066621279,0.08398567248884592,1.083985672488846
cross_asset_etfs,MVO,2026-07-10,0.0012832070570495096,0.08537665055352406,1.085376650553524
cross_asset_etfs,MVO,2026-07-13,-0.020100641463349934,0.06355988364805598,1.063559883648056
cross_asset_etfs,MVO,2026-07-14,0.010972617392487193,0.0752299193253243,1.0752299193253243
cross_asset_etfs,MVO,2026-07-15,-0.0014322351079961485,0.07368993728569873,1.0736899372856987
cross_asset_etfs,MVO,2026-07-16,-0.01605868415780548,0.056447889699413833,1.0564478896994138
cross_asset_etfs,MVO,2026-07-17,-0.004694590951468129,0.05148829899573326,1.0514882989957333
cross_asset_etfs,MVO,2026-07-20,-0.0008381059773482965,0.05060704036723318,1.0506070403672332
cross_asset_etfs,MVO,2026-07-21,0.02022324213550852,0.07185372093384967,1.0718537209338497
cross_asset_etfs,MVO,2026-07-22,0.002621048413192599,0.07466310142827792,1.074663101428278
cross_asset_etfs,MVO,2026-07-23,-0.016722867603558515,0.05669165266466325,1.0566916526646633
cross_asset_etfs,MVO,2026-07-24,-0.0015639888943017074,0.05503899865519424,1.0550389986551942
cross_asset_etfs,MVO,2026-07-27,0.0035348573240662467,0.058768410986766106,1.058768410986766
cross_asset_etfs,MVO,2026-07-28,-0.008610116227662706,0.04965229190999221,1.0496522919099922
cross_asset_etfs,MVO,2026-07-29,-0.010498739599688658,0.038632265827012846,1.0386322658270128
cross_asset_etfs,MVO,2026-07-30,0.02646904466464407,0.06612386966132844,1.0661238696613284
