Holding_Days,Rebalance,Formation_End,Date,BL_Return,MVO_Return,EW_Return,BLM_LLM__llama_31_8b_Return,RelViewBL__llama_31_8b_Return,BL_NAV,MVO_NAV,EW_NAV,BLM_LLM__llama_31_8b_NAV,RelViewBL__llama_31_8b_NAV
60,0,2025-03-03,2025-03-04,0.005309265688017273,-0.006392609995445399,0.0005075550722620403,-0.006060800035889608,8.789499427027292e-05,1.0053092656880174,0.9936073900045546,1.000507555072262,0.9939391999641104,1.0000878949942702
60,0,2025-03-03,2025-03-05,0.02042361005931642,0.01115985999817264,0.016247289094609735,0.02009103193254177,0.023545967285550452,1.0258413101194472,1.004695909370155,1.0167630905608622,1.0139084641695943,1.0236359318524804
60,0,2025-03-03,2025-03-06,-0.04207170894014063,-0.03127444700401271,-0.027873159057121705,-0.02375124135206516,-0.0422277486714402,0.9826824131013293,0.9732746003974098,0.9884226912142486,0.9898268795282006,0.9804100909911584
60,0,2025-03-03,2025-03-07,0.036129668012576194,0.028806899502532943,0.021866739853032092,0.014238653514603239,0.03441008243807591,1.0181864024484777,1.001311623999426,1.0100362730678645,1.0039206815052437,1.0141460830452858
60,0,2025-03-03,2025-03-10,-0.046071243021204106,-0.03895205998088785,-0.039143204984956485,-0.040653082522720235,-0.04596444608513375,0.9712772892603884,0.9623084735618401,0.9705002161889276,0.9631082111937455,0.9675314200887012
60,0,2025-03-03,2025-03-11,0.002759553390967273,-0.008495908007251711,-0.006591268173457274,-0.006677255578638462,0.0010848721138295762,0.9739575807975364,0.9541327892958599,0.9641033890016282,0.9566772915177195,0.9685810679456095
60,0,2025-03-03,2025-03-12,0.03672851540232217,0.018020936475696817,0.01909646070100458,0.01836289590552847,0.03354928206178479,1.0097295968050672,0.97132715568114,0.9825143514814032,0.9742446570370422,1.0010762673938216
60,0,2025-03-03,2025-03-13,-0.00969349192232708,-0.021641429218052045,-0.023851184285810487,-0.03920518868083326,-0.00794942580241757,0.9999417911147028,0.9503062477938948,0.9590802206207667,0.9360492114366114,0.9931182858836133
60,0,2025-03-03,2025-03-14,0.036279161484938885,0.020777653128250282,0.0288685096103428,0.029985328397576734,0.03503637524373234,1.0362188408300923,0.9700513813761653,0.9867674371868469,0.964116954437831,1.0279135508092438
60,0,2025-03-03,2025-03-17,0.009689617927857828,0.007046958437322468,0.00968191834142102,0.011262501522670058,0.005935545451860581,1.0462594054873837,0.9768872931427904,0.9963212389356632,0.9749753231052192,1.0340147784106555
60,0,2025-03-03,2025-03-18,-0.019631145169766117,-0.01938803580590494,-0.015263130205605806,-0.014355940883655835,-0.020895324305167787,1.0257201352130276,0.9579473673250044,0.9811142581391776,0.9609786350036974,1.0124087042794285
60,0,2025-03-03,2025-03-19,0.01747113117017455,0.017744376707572913,0.012975821106010548,0.00773760266529824,0.015654352649297435,1.0436406262392235,0.974945546276847,0.9938450212373477,0.9684143058511967,1.028257307161437
60,0,2025-03-03,2025-03-20,0.00034546349592213025,-0.009838576410149716,-0.0037207830400457663,0.00019126521313845093,-0.0011036016679272806,1.0440011659784505,0.9653534700240671,0.9901471395378939,0.9685995298198116,1.027122520682195
60,0,2025-03-03,2025-03-21,-0.01679676259000947,0.0030236708871294294,-0.0059177554839573605,-0.005007857913537184,-0.014834591156386436,1.0264653262498173,0.9682723812071683,0.9842876908729689,0.963748920999355,1.0118855780203575
60,0,2025-03-03,2025-03-24,0.026008350118043665,0.014461261915266418,0.020932159037445622,0.016098708833658746,0.016898122250079237,1.0531619958389546,0.9822748217171239,1.004890957356922,0.9792640342672765,1.0289845442208376
60,0,2025-03-03,2025-03-25,-0.008050023958139831,0.0005183792653971294,0.0001894838644891201,0.004031086214985117,-0.009089159016991777,1.0446840165406488,0.9827840126176237,1.0050813679789121,0.9832115320166419,1.0196319400723877
60,0,2025-03-03,2025-03-26,-0.03359765561254581,-0.022070823297616546,-0.019302058193496473,-0.019383915299446584,-0.030866161051645358,1.009585082728985,0.9610931603354176,0.9856812289249841,0.9641530429585922,0.9881598163967117
60,0,2025-03-03,2025-03-27,-0.02031278422186374,-0.013761761783701563,-0.01239332025436162,-0.004018600029876262,-0.016020769243001463,0.9890775987898985,0.9478668252109367,0.9734653657862041,0.9602784975113534,0.9723287360030133
60,0,2025-03-03,2025-03-28,-0.02518651834521666,-0.020020521336821865,-0.02395679733605876,-0.02971831665333702,-0.02506239734452006,0.9641661777031338,0.9288900372123355,0.9501442533043918,0.9317406370469203,0.9479598468718108
60,0,2025-03-03,2025-03-31,-0.006214124562853607,0.0031732328046408316,0.002146551231199954,-0.002059949536277247,-0.006793028913416281,0.9581747289755961,0.9318376215503217,0.9521837866211399,0.929821298353705,0.9415203282232529
60,0,2025-03-03,2025-04-01,0.008161360986928093,0.007871386024444697,0.005781792783031167,0.008165395667665562,0.010676168943248717,0.9659947388273178,0.9391724751816446,0.9576891159667453,0.9374136571549854,0.9515721583108673
60,0,2025-03-03,2025-04-02,0.009545460577029445,0.008612536546252766,0.0066110064473522065,0.00723266113522038,0.010650545557952973,0.975215603524412,0.9472611324473812,0.9640204048869604,0.9441936524807151,0.9617069209346369
60,0,2025-03-03,2025-04-03,-0.09757104299695007,-0.0692278289811042,-0.07344408765037777,-0.07286910932987803,-0.08954740013013873,0.8800627999416349,0.8816843007698667,0.8932188057736897,0.875391101989521,0.8755885664777793
60,0,2025-03-03,2025-04-04,-0.07969535130395042,-0.061220405608191066,-0.06810900266707968,-0.06779944469922172,-0.07365938265107017,0.8099258859307481,0.8277072302583611,0.8323825637489638,0.8160400713799917,0.8110932532146905
60,0,2025-03-03,2025-04-07,0.026862471531631803,0.005442751925953089,0.008151751427986152,-0.000781465598839624,0.029587576429707604,0.8316824969842945,0.832212235379975,0.8391679395016352,0.8154023641369336,0.8350915368358003
60,0,2025-03-03,2025-04-08,-0.028501440092421823,-0.016797840028827036,-0.025080022197931026,-0.022427349595382874,-0.02073136199599442,0.8079783481205809,0.8182328673800296,0.8181215889511421,0.7971150502555329,0.817778951885866
60,0,2025-03-03,2025-04-09,0.17916622436457835,0.12465501023284561,0.13758024423207146,0.12197747932395085,0.1596695899594699,0.9527407781216743,0.9202296938361378,0.9306789569705706,0.894345134816887,0.9483533818109672
60,0,2025-03-03,2025-04-10,-0.07225818552362223,-0.04207966477680618,-0.05301093240194496,-0.04726629889624103,-0.064088250705984,0.8838974582202382,0.8815067368018502,0.881342797694691,0.852072750358233,0.8875750725195981
60,0,2025-03-03,2025-04-11,0.03188819169002992,0.022246079347554265,0.018250294612216784,0.013422657629401966,0.025426898219316433,0.9120833498022954,0.9011168056141479,0.8974275634069745,0.8635098311616344,0.9101433535505563
60,0,2025-03-03,2025-04-14,0.002929228769478879,0.00497869363657479,0.006006623453734705,0.006776711848687672,0.0018630133028815633,0.914755050590699,0.9056031901200696,0.9028180728573627,0.8693615884659257,0.9118389627257503
60,0,2025-03-03,2025-04-15,0.003610285610460114,0.0014849766265479028,0.0013665273069422127,-0.002476127770474905,0.0015600141183388949,0.9180575775869422,0.9069479896903251,0.9040517984071234,0.867208938094141,0.913261444381254
60,0,2025-03-03,2025-04-16,-0.04227817889285771,-0.029129303304297017,-0.03201192516677252,-0.027159371994347193,-0.036480186974801175,0.8792437750877778,0.8805292266174132,0.8751113598896284,0.8436560879476195,0.8799454961333489
60,0,2025-03-03,2025-04-17,-0.010559559627551151,-0.006604347482623287,-0.0038202428098890735,-5.9108988068281474e-05,-0.010687309944807547,0.8699593480175852,0.8747139056362262,0.8717682220091578,0.8436062202899832,0.8705412458816343
60,0,2025-03-03,2025-04-21,-0.02593281321607415,-0.03041814186290933,-0.0249623446588797,-0.025842714953064866,-0.027216450979418886,0.8473988547398675,0.8481067339651239,0.8500068431887065,0.8218051452063967,0.8468482027375345
60,0,2025-03-03,2025-04-22,0.024627489641276232,0.024939382174146246,0.023151074323120434,0.0292386737083647,0.02734377628141332,0.8682681612570029,0.8692579919279471,0.8696854147905292,0.8458336376989418,0.8700042305375065
60,0,2025-03-03,2025-04-23,0.03612653710171256,0.027729648888658937,0.02797067067713404,0.022631363780364677,0.032643159294924305,0.8996356831988898,0.8933622108377698,0.8940110991203418,0.8649760064513756,0.8984039172222005
60,0,2025-03-03,2025-04-24,0.04971162930232004,0.023317755543327715,0.03501298224298362,0.0406062683669442,0.04871418214971708,0.9443580387892124,0.9141934124817317,0.9253130938588726,0.9000994543003078,0.942168929289782
60,0,2025-03-03,2025-04-25,0.021272042169020927,0.014262757839429797,0.015438536272702731,0.01252560112115568,0.01934178636265917,0.9644464628129904,0.9272323317423606,0.9395985736220196,0.9113737410342433,0.9603921594376404
