Dataset,Method,Asset,Weight
us_financials,MVO,JPM,0.14999999999999944
us_financials,MVO,BAC,9.902831592939476e-17
us_financials,MVO,GS,0.14999999999999994
us_financials,MVO,MS,0.14999999999999988
us_financials,MVO,WFC,0.12553201588097543
us_financials,MVO,C,0.14999999999999997
us_financials,MVO,AXP,7.453889935837843e-17
us_financials,MVO,BLK,1.0037001611784557e-16
us_financials,MVO,SCHW,0.12446798411902504
us_financials,MVO,PNC,2.7091501784981542e-17
us_financials,MVO,USB,2.5939536976715694e-17
us_financials,MVO,COF,0.14999999999999977
us_financials,MVO,CME,1.5048726154098802e-16
us_financials,MVO,ICE,0.0
us_financials,MVO,CB,2.5634605115704145e-17
